,Sex,Race,CompositeGrades,StandardizedTestQuartile,TimeSpentOnHomeworkInSchool,TimeSpentOnHomeworkOutOfSchool,TimeSpentOnExtracurriculars,ParentsHighestLevelEducation,Socio-economicStatusQuartile,Tutored,FathersWishes,MothersWishes,GradesUndergrad
5171,Male,White,3.8,4,2,2,2,6,4,-9,5,5,1
5172,Female,White,4.0,4,1,2,2,3,4,-9,5,5,1
5173,Male,White,1.3,2,2,0,0,3,3,-9,5,5,1
5174,Female,White,2.8,4,1,2,3,3,2,-9,5,5,1
5175,Female,White,2.5,2,2,1,0,2,2,-9,4,7,0
5176,Female,Black,3.5,3,1,2,2,5,4,-9,6,6,0
5177,Female,White,2.3,2,1,1,1,2,2,-9,7,7,1
5178,Male,White,3.0,3,0,6,0,7,3,-9,6,6,1
5179,Female,White,2.3,2,1,2,2,3,3,-9,7,4,0
5180,Male,White,3.0,3,1,2,4,5,4,-9,5,5,0
5181,Female,White,3.5,3,1,2,3,2,2,-9,5,5,1
5182,Female,White,2.8,2,1,2,2,3,4,-9,4,4,0
5183,Female,White,3.0,4,2,2,3,3,3,-9,5,5,1
5184,Male,Black,2.3,4,3,2,2,3,2,-3,5,5,0
5185,Male,White,3.0,3,1,1,0,3,3,-9,6,6,0
5186,Female,White,3.0,9,3,5,2,7,3,-9,5,5,0
5187,Male,Black,4.0,4,98,2,2,5,4,-3,6,6,1
5188,Male,White,3.5,2,1,2,3,3,3,-9,2,2,0
5189,Female,White,2.8,3,2,1,0,4,4,-9,5,5,1
5190,Male,White,3.0,3,1,2,0,4,3,-9,7,7,0
5191,Female,White,3.8,4,3,4,1,6,4,-9,5,5,1
5192,Female,White,4.0,9,3,2,3,3,3,-9,6,6,1
5193,Female,White,2.5,2,1,1,1,3,2,-3,5,5,0
5194,Female,Black,3.5,3,1,1,0,3,1,-9,5,6,1
5195,Female,White,2.0,2,7,7,3,3,3,-9,6,6,1
5196,Male,White,1.0,4,1,0,0,3,3,-9,6,5,1
5197,Male,White,3.5,3,1,1,4,4,4,-9,5,5,1
5198,Male,White,9.9,2,0,2,0,99,3,-9,99,99,1
5199,Female,White,3.0,3,5,6,1,5,4,-9,6,5,1
5200,Female,White,1.5,1,98,1,0,4,3,-9,5,5,0
5201,Male,White,3.5,3,1,7,4,6,4,-9,6,5,1
5202,Female,White,3.5,4,3,3,2,3,3,-9,5,5,1
5203,Male,White,2.5,3,1,1,1,3,2,-9,7,5,1
5204,Male,White,3.0,2,1,1,4,5,4,-3,5,5,0
5205,Male,White,3.8,4,1,2,2,3,1,-9,7,7,1
5206,Female,White,3.8,3,0,4,2,2,2,-9,5,5,1
5207,Male,White,3.8,1,5,0,1,2,1,-9,4,6,0
5208,Male,White,3.0,4,98,4,0,4,4,-3,5,5,1
5209,Female,White,3.5,4,2,4,2,6,4,-9,6,6,1
5210,Female,Black,9.8,1,1,2,1,3,2,-9,6,6,1
5211,Female,White,2.5,4,2,1,1,3,3,-9,6,6,1
5212,Female,White,9.9,9,0,7,1,99,8,-9,99,99,0
5213,Female,Black,2.5,1,2,3,1,2,3,-3,6,6,1
5214,Female,White,3.5,9,99,99,99,2,8,-9,4,4,1
5215,Female,White,3.5,3,1,3,1,3,4,-9,6,6,1
5216,Female,White,4.0,9,2,6,2,1,1,-3,6,6,1
5217,Male,White,2.8,4,2,2,0,4,4,-9,5,5,0
5218,Female,Black,2.1,1,2,0,2,3,2,-3,98,98,0
5219,Male,White,3.8,4,3,2,3,6,4,-9,6,6,1
5220,Male,White,3.5,3,1,1,4,2,2,-9,98,98,0
5221,Female,White,2.3,3,1,1,2,3,1,-9,5,5,0
5222,Female,White,1.9,1,1,2,0,3,3,-9,5,5,1
5223,Male,White,2.4,2,99,99,99,2,2,-9,2,2,0
5224,Female,White,2.0,1,1,3,2,3,3,-9,4,4,0
5225,Male,White,2.8,2,1,2,2,5,3,-9,3,3,0
5226,Female,White,3.3,3,1,2,0,4,3,-9,2,2,1
5227,Male,White,4.0,4,2,4,1,5,4,-9,5,5,1
5228,Female,White,2.4,2,1,2,0,1,1,-9,98,98,0
5229,Male,Black,3.0,4,2,1,4,4,4,-9,6,6,0
5230,Female,Black,3.5,4,2,7,2,5,3,-9,6,6,1
5231,Female,White,2.5,3,1,2,2,3,2,-9,7,5,1
5232,Male,White,4.0,4,1,1,4,3,2,-9,5,5,1
5233,Female,White,3.8,9,99,99,99,4,8,-9,6,6,1
5234,Male,White,2.0,4,2,1,3,3,2,-9,5,5,1
5235,Female,White,9.9,9,0,7,1,99,8,-9,99,99,0
5236,Male,White,3.5,1,1,3,0,3,3,-9,5,5,1
5237,Male,White,2.3,9,1,2,0,3,3,-9,5,5,0
5238,Female,White,1.0,2,0,3,2,3,2,-3,7,3,0
5239,Male,Black,1.5,9,3,3,1,2,1,-3,98,98,1
5240,Female,White,2.8,2,1,5,1,4,4,-9,5,5,1
5241,Male,Black,2.5,3,0,2,2,3,3,-9,5,5,0
5242,Female,White,3.8,3,3,4,2,3,1,-9,5,5,1
5243,Male,White,3.0,4,2,3,3,5,4,-9,5,5,0
5244,Female,White,2.5,3,2,5,1,4,4,-3,5,5,0
5245,Male,White,2.8,2,3,1,0,3,2,-9,4,7,0
5246,Male,White,4.0,3,4,6,0,4,3,-9,5,7,0
5247,Male,White,3.0,2,1,2,1,4,3,-3,5,5,0
5248,Male,White,0.6,1,98,5,0,3,2,-9,7,98,0
5249,Female,White,3.5,3,2,3,3,1,1,-9,98,5,1
5250,Female,Black,3.5,3,1,1,0,2,1,-9,4,3,1
5251,Female,White,3.5,4,1,2,4,3,3,-9,7,7,1
5252,Male,White,2.3,4,1,0,0,4,4,-9,5,5,0
5253,Male,White,2.5,4,2,3,4,2,2,-9,5,5,1
5254,Male,White,3.0,3,1,5,0,3,3,-9,7,5,1
5255,Female,White,2.8,2,7,4,2,3,2,-9,5,5,1
5256,Male,White,2.8,9,1,3,0,5,4,-9,5,5,0
5257,Female,White,3.3,2,3,2,2,3,3,-9,5,5,0
5258,Female,White,3.8,4,3,5,0,3,2,-9,3,3,1
5259,Male,White,2.8,3,1,2,0,6,4,-9,5,4,1
5260,Male,White,3.5,2,2,7,2,3,1,-9,7,5,0
5261,Male,White,4.0,9,99,99,99,4,8,-9,6,6,1
5262,Male,White,2.5,1,2,2,4,2,2,-3,5,5,0
5263,Female,White,3.5,4,1,1,1,3,3,-9,5,5,1
5264,Female,White,4.0,4,3,7,2,3,2,-9,4,4,1
5265,Male,White,4.0,4,3,2,2,2,2,-9,5,5,0
5266,Male,White,2.5,2,0,1,0,5,4,-9,5,5,0
5267,Female,White,2.0,1,1,2,1,3,3,-9,7,7,0
5268,Female,White,4.0,3,3,2,3,4,4,-9,6,6,1
5269,Female,White,3.3,4,4,3,4,3,3,-9,6,6,1
5270,Female,White,2.5,3,4,6,1,2,2,-9,5,5,0
5271,Male,White,2.5,3,5,3,1,4,4,-9,5,5,1
5272,Male,White,2.5,3,1,1,0,4,3,-9,6,5,1
5273,Female,White,2.8,1,7,2,2,3,3,-3,98,98,1
5274,Female,White,2.8,2,2,3,2,3,3,-9,5,2,1
5275,Female,White,3.3,4,1,4,3,6,4,-9,6,6,1
5276,Male,White,2.8,3,2,4,3,3,3,-9,5,5,0
5277,Male,White,2.0,2,7,2,0,2,3,-9,4,4,0
5278,Male,White,4.0,3,1,1,4,2,3,-9,5,5,0
5279,Female,White,2.7,2,3,2,0,2,3,-9,4,4,0
5280,Female,White,4.0,1,6,6,0,4,4,-9,6,6,1
5281,Female,White,2.5,2,1,3,3,4,4,-9,5,5,0
5282,Female,White,4.0,3,3,5,2,2,2,-9,5,5,1
5283,Female,White,3.3,2,2,2,2,3,3,-9,5,5,1
5284,Female,White,3.0,1,2,1,1,2,1,-3,4,4,0
5285,Female,White,3.3,2,2,1,0,2,3,-9,4,4,0
5286,Female,White,9.9,1,2,2,0,99,4,-9,99,99,0
5287,Female,White,3.8,3,0,3,0,2,3,-3,6,6,1
5288,Female,White,3.3,1,1,3,0,3,1,-9,7,7,1
5289,Female,White,3.0,4,1,1,1,3,3,-9,7,3,0
5290,Female,White,4.0,2,96,96,0,3,3,-3,5,6,1
5291,Female,White,3.0,2,2,3,1,3,2,-9,5,5,0
5292,Female,White,3.3,3,1,1,2,3,2,-9,98,98,0
5293,Male,White,2.8,2,4,2,0,4,3,-9,98,98,1
5294,Male,White,2.8,1,96,96,0,3,3,-9,5,5,0
5295,Male,White,2.4,2,1,2,3,3,2,-9,5,4,0
5296,Female,White,4.0,4,2,3,3,4,4,-9,5,5,1
5297,Female,White,3.8,4,7,4,2,5,4,-9,5,5,0
5298,Female,White,3.5,4,4,6,1,3,3,-3,6,6,1
5299,Female,White,3.5,3,3,1,2,4,4,-9,5,5,1
5300,Female,White,3.8,3,1,7,4,3,3,-9,6,6,1
5301,Male,White,1.5,2,2,1,1,4,4,-9,4,4,0
5302,Male,White,3.5,2,2,2,2,6,4,-9,5,5,1
5303,Male,Black,9.8,1,0,1,0,4,3,-9,2,5,0
5304,Female,White,3.0,2,1,3,0,3,3,-9,5,5,0
5305,Female,White,4.0,4,7,5,4,5,4,-9,6,6,1
5306,Male,White,3.0,2,2,4,1,4,3,-9,5,5,0
5307,Female,White,3.0,2,0,2,1,3,3,-9,5,5,1
5308,Male,Black,2.5,1,1,3,2,3,2,-9,6,6,0
5309,Male,White,3.8,4,3,1,4,4,4,-9,5,5,0
5310,Male,White,2.3,9,1,1,2,2,3,-9,3,5,1
5311,Female,White,1.3,1,2,1,0,3,2,-9,98,98,0
5312,Male,White,3.5,3,1,4,4,5,4,-9,5,5,1
5313,Male,Black,1.8,3,2,1,2,3,3,-9,5,5,0
5314,Male,White,2.5,1,1,1,0,2,2,-3,5,6,1
5315,Female,White,4.0,4,1,4,1,6,4,-9,5,5,1
5316,Male,White,4.0,3,1,3,4,4,4,-9,5,5,1
5317,Male,White,3.3,9,3,6,3,5,4,-9,5,5,1
5318,Male,White,2.3,3,2,4,2,4,4,-9,5,5,0
5319,Female,White,1.8,2,0,3,0,2,2,-9,7,5,0
5320,Male,White,3.8,3,6,2,3,3,3,-9,6,6,0
5321,Female,White,2.1,1,2,1,0,2,1,-9,5,5,0
5322,Female,White,3.0,4,1,2,1,3,3,-9,5,5,1
5323,Male,White,3.3,2,1,1,4,3,3,-9,5,5,1
5324,Male,White,3.3,4,1,2,0,5,4,-9,6,6,1
5325,Female,White,3.8,3,1,1,0,2,3,-9,5,5,1
5326,Female,White,3.5,4,3,6,2,3,2,-9,5,5,1
5327,Female,White,4.0,4,7,7,2,2,2,-9,6,6,1
5328,Female,White,3.5,3,1,5,1,3,2,-9,5,5,0
5329,Female,White,2.3,3,1,1,2,3,1,-9,5,5,0
5330,Male,Black,9.9,9,1,1,0,99,1,-9,99,99,0
5331,Male,White,3.8,3,4,5,3,5,4,-9,5,5,0
5332,Male,White,2.3,1,96,2,2,3,3,-9,4,4,0
5333,Female,White,4.0,4,4,6,3,3,3,-9,7,5,1
5334,Male,White,3.0,9,2,3,0,4,4,-3,98,98,0
5335,Male,White,3.3,4,3,7,2,4,4,-9,6,6,1
5336,Female,White,3.8,4,2,3,1,4,4,-9,6,6,1
5337,Male,White,2.0,4,1,3,0,6,4,-9,5,5,0
5338,Female,White,2.8,2,1,0,3,2,2,-9,6,6,0
5339,Male,Black,3.3,1,4,4,2,3,1,-9,2,3,1
5340,Male,White,1.4,2,1,1,0,3,3,-9,7,3,0
5341,Male,Black,3.0,3,0,3,0,3,3,-9,5,5,1
5342,Female,White,2.5,1,2,1,1,6,4,-9,6,5,0
5343,Female,White,3.3,3,1,1,0,3,2,-9,7,7,1
5344,Male,White,3.0,2,4,1,3,5,3,-9,5,5,1
5345,Female,White,3.0,4,1,2,2,4,4,-9,6,6,0
5346,Female,White,4.0,3,3,1,2,4,3,-9,6,6,1
5347,Female,White,3.5,3,4,4,3,3,2,-9,6,6,0
5348,Male,White,2.5,3,2,6,3,4,4,-9,5,5,0
5349,Female,White,3.8,3,4,3,1,3,3,-9,5,5,0
5350,Male,White,3.7,4,1,5,2,6,4,-9,6,6,1
5351,Male,White,2.8,4,1,4,2,4,4,-9,5,5,0
5352,Male,White,3.3,4,4,2,3,3,2,-9,5,5,1
5353,Female,White,3.0,9,1,2,2,2,2,-9,98,98,1
5354,Male,White,3.3,4,1,1,0,3,3,-9,5,5,0
5355,Male,White,3.5,1,2,4,1,3,3,-9,5,5,0
5356,Female,Black,3.0,2,0,3,0,2,1,-9,4,4,0
5357,Female,White,3.0,3,5,4,3,3,2,-9,6,6,0
5358,Male,White,2.3,2,5,2,0,6,4,-9,6,4,0
5359,Male,White,3.3,3,2,1,0,4,4,-9,5,5,1
5360,Female,Black,9.8,4,2,3,2,5,4,-9,7,7,0
5361,Female,White,3.8,4,3,2,4,3,2,-9,5,5,1
5362,Male,Black,3.0,2,2,1,2,3,2,-9,5,5,0
5363,Female,White,3.5,3,1,1,1,3,2,-9,98,98,0
5364,Female,White,3.5,3,1,3,4,5,4,-9,5,5,1
5365,Male,White,2.6,1,98,98,98,3,3,-9,6,4,0
5366,Male,Black,2.8,3,1,1,0,3,2,-9,4,4,0
5367,Female,Black,2.8,2,1,1,0,3,3,-3,6,6,0
5368,Male,White,2.0,3,0,1,2,2,2,-9,7,7,1
5369,Female,White,2.3,1,7,0,0,1,1,-9,4,2,0
5370,Female,White,3.5,4,7,4,2,2,1,-9,5,6,0
5371,Female,White,2.5,3,2,2,1,5,4,-9,6,6,0
5372,Male,White,3.3,4,3,3,2,4,4,-9,5,5,0
5373,Male,White,3.0,4,1,2,3,3,3,-9,6,6,1
5374,Male,White,3.0,3,1,2,0,3,3,-9,6,6,0
5375,Female,White,3.3,2,1,1,2,3,3,-9,6,5,0
5376,Female,White,4.0,3,3,3,4,3,3,-9,6,6,1
5377,Female,Black,3.0,2,4,4,3,3,3,-9,6,6,1
5378,Female,White,2.8,9,99,99,99,3,8,-9,6,5,1
5379,Male,White,2.3,4,1,4,2,4,4,-9,5,5,0
5380,Female,White,4.0,3,3,1,2,4,4,-9,5,5,0
5381,Male,White,3.3,2,1,2,4,2,3,-9,3,3,1
5382,Female,White,4.0,3,3,1,2,4,4,-9,5,5,0
5383,Female,Black,2.8,2,2,1,2,2,3,-9,5,5,0
5384,Female,Black,3.0,2,0,2,0,3,2,-9,98,98,1
5385,Male,White,3.0,3,4,2,4,3,3,-9,5,5,1
5386,Male,Black,3.0,1,1,5,3,2,2,-9,5,2,0
5387,Male,White,3.0,2,1,2,3,3,2,-9,5,4,0
5388,Female,Black,3.0,3,0,2,1,3,3,-9,98,98,1
5389,Male,White,4.0,4,3,2,1,3,3,-9,5,5,1
5390,Female,White,2.3,1,0,2,0,3,3,-9,5,5,0
5391,Male,White,2.8,3,2,1,98,1,1,-9,4,4,0
5392,Female,White,2.5,1,99,99,99,3,2,-9,98,98,0
5393,Male,White,3.8,4,2,7,2,3,3,-9,4,4,1
5394,Female,White,3.3,4,1,3,2,4,4,-9,5,5,1
5395,Male,White,3.0,1,1,2,3,6,4,-9,6,6,1
5396,Female,White,3.0,1,1,2,2,5,4,-9,6,6,0
5397,Female,Black,3.3,2,1,3,0,1,1,-9,6,6,1
5398,Male,White,2.5,4,1,0,0,3,3,-9,5,6,0
5399,Female,Black,3.5,3,3,6,3,3,3,-9,5,5,0
5400,Male,White,4.0,4,1,3,1,4,4,-9,5,5,1
5401,Male,White,3.5,3,2,2,0,5,4,-9,5,5,1
5402,Female,White,3.3,9,3,2,3,4,4,-9,5,5,1
5403,Female,White,2.0,2,1,6,1,3,1,-9,5,5,0
5404,Male,White,2.4,1,3,6,0,3,3,-9,98,7,1
5405,Male,White,4.0,4,3,4,3,2,2,-9,5,5,1
5406,Male,White,2.8,3,2,1,0,4,3,-9,3,4,1
5407,Male,White,3.5,4,3,5,4,5,4,-9,6,5,0
5408,Male,White,4.0,4,1,1,4,3,3,-9,6,6,1
5409,Female,White,3.3,1,0,2,0,2,1,-9,5,5,1
5410,Male,Black,3.0,3,1,1,2,3,3,-9,98,98,0
5411,Male,White,4.0,4,0,3,2,4,4,-3,5,7,1
5412,Female,White,3.0,4,2,4,1,3,3,-9,5,5,1
5413,Male,White,3.8,3,1,4,2,4,3,-9,98,98,1
5414,Male,White,3.0,4,3,2,0,3,2,-9,3,3,0
5415,Male,White,2.0,2,7,2,0,2,3,-9,4,4,0
5416,Female,White,4.0,3,3,6,4,6,4,-9,98,98,1
5417,Female,White,4.0,3,4,2,3,4,4,-9,6,6,1
5418,Female,White,3.5,4,2,1,4,4,4,-9,6,6,1
5419,Male,White,2.0,2,2,1,2,3,1,-9,5,5,0
5420,Female,White,1.5,1,98,1,0,4,3,-9,5,5,0
5421,Female,White,9.9,9,2,2,2,99,8,-9,99,99,1
5422,Male,White,3.0,4,5,5,3,3,3,-9,5,5,0
5423,Male,White,3.0,2,3,3,0,4,4,-9,5,5,1
5424,Male,White,2.5,1,0,2,0,3,2,-9,5,5,0
5425,Female,White,3.0,1,2,1,2,3,3,-9,5,5,0
5426,Male,White,2.5,2,3,3,0,3,3,-3,6,4,0
5427,Female,White,4.0,4,3,2,4,3,2,-9,5,5,1
5428,Female,White,2.8,3,3,2,2,2,1,-9,2,2,1
5429,Female,White,3.3,3,1,2,3,3,1,-9,5,5,0
5430,Male,Black,3.3,1,3,4,3,3,1,-3,5,5,0
5431,Male,White,3.0,1,1,2,0,3,2,-9,3,3,0
5432,Male,White,3.0,3,7,4,3,5,4,-9,6,6,1
5433,Male,White,3.3,3,4,6,3,3,2,-9,5,6,1
5434,Male,White,2.8,1,3,1,0,3,3,-9,4,4,1
5435,Female,White,3.5,4,1,2,4,3,4,-9,5,5,1
5436,Male,White,2.4,2,2,1,0,3,3,-9,6,6,0
5437,Female,White,3.8,4,1,1,4,4,3,-3,5,5,0
5438,Female,White,3.3,2,0,2,1,3,3,-9,5,5,1
5439,Male,White,2.5,1,0,1,0,2,1,-9,2,7,0
5440,Female,White,4.0,4,3,4,0,4,4,-9,7,6,1
5441,Female,White,2.8,2,3,2,1,2,1,-9,5,5,0
5442,Male,White,3.3,3,1,3,1,5,4,-9,5,5,0
5443,Female,White,3.5,3,0,2,0,1,1,-9,5,5,1
5444,Female,White,4.0,3,96,96,2,2,2,-9,5,5,1
5445,Male,White,3.3,4,98,5,4,6,4,-9,5,5,0
5446,Female,White,3.3,4,7,3,0,3,3,-9,5,6,1
5447,Male,White,4.0,4,3,3,4,5,4,-9,5,5,1
5448,Female,White,3.3,2,1,1,0,1,1,-9,5,5,1
5449,Female,White,9.9,6,99,99,99,99,9,-9,99,99,1
5450,Female,White,3.3,1,3,1,0,2,1,-9,3,3,1
5451,Male,White,2.3,3,3,2,2,6,4,-9,5,5,1
5452,Male,White,3.8,9,4,4,2,3,2,-9,5,5,0
5453,Male,White,3.0,4,4,2,0,3,3,-9,3,3,1
5454,Female,White,4.0,4,5,4,3,3,4,-9,5,5,1
5455,Female,White,3.5,4,6,7,98,3,3,-9,5,5,1
5456,Female,White,2.8,4,5,1,1,2,2,-9,5,5,1
5457,Female,White,4.0,9,99,99,99,2,8,-9,5,5,1
5458,Female,Black,3.5,4,3,5,2,3,3,-9,5,5,0
5459,Male,White,3.8,3,4,2,5,3,4,-9,6,6,1
5460,Male,White,3.3,3,2,4,3,3,1,-9,5,5,0
5461,Female,White,3.0,2,4,2,0,4,4,-9,5,5,1
5462,Female,White,9.9,2,3,1,0,99,8,-9,99,99,0
5463,Female,White,3.0,3,3,1,0,1,1,-3,5,5,1
5464,Male,White,2.5,2,3,4,0,3,1,-9,4,4,0
5465,Female,White,1.8,9,99,99,99,3,8,-9,4,4,1
5466,Male,White,3.5,3,1,1,2,5,4,-9,6,6,1
5467,Male,Black,9.9,2,0,1,0,99,2,-3,99,99,0
5468,Female,White,3.0,2,1,2,4,3,3,-9,5,5,0
5469,Female,White,2.8,2,1,2,0,3,4,-9,5,5,1
5470,Male,Black,3.0,1,2,2,0,3,2,-9,5,6,0
5471,Male,White,2.8,4,6,3,5,3,2,-9,5,5,1
5472,Male,White,1.8,1,1,1,0,4,3,-3,7,7,1
5473,Male,White,1.5,2,1,2,3,3,3,-9,5,5,0
5474,Male,White,4.0,4,1,2,2,3,2,-9,2,5,1
5475,Female,White,4.0,3,3,2,0,3,2,-3,5,5,0
5476,Female,White,2.3,4,2,2,2,4,4,-9,6,6,0
5477,Female,White,3.3,4,4,6,2,3,3,-9,7,7,1
5478,Female,White,3.0,9,99,99,99,3,8,-9,7,5,0
5479,Male,White,3.3,3,2,0,0,3,2,-9,5,5,0
5480,Male,White,3.3,2,1,2,1,1,1,-9,5,5,0
5481,Male,Black,2.5,2,1,1,0,4,4,-9,6,6,1
5482,Male,White,2.3,3,1,1,0,5,4,-9,4,4,0
5483,Male,White,2.5,2,3,3,0,3,3,-3,6,4,0
5484,Male,White,3.5,4,0,5,4,3,4,-9,5,5,0
5485,Female,White,3.5,3,1,4,2,3,3,-9,5,5,1
5486,Female,White,3.0,3,1,3,0,3,2,-9,6,6,1
5487,Female,White,4.0,4,2,3,1,5,4,-9,5,5,1
5488,Male,White,4.0,4,1,1,2,5,4,-9,6,6,1
5489,Male,White,3.0,4,1,3,3,3,4,-9,5,6,0
5490,Female,White,3.3,9,99,99,99,2,8,-9,5,5,1
5491,Female,White,2.8,3,2,1,1,3,1,-9,98,98,0
5492,Female,White,2.5,2,1,1,3,3,3,-9,3,3,1
5493,Male,White,2.5,2,1,0,2,3,3,-9,5,5,1
5494,Female,White,4.0,4,0,7,1,4,3,-9,4,4,1
5495,Male,White,9.9,4,3,3,3,99,4,-9,99,99,1
5496,Female,White,3.5,4,2,3,2,3,3,-9,5,5,1
5497,Male,White,2.8,2,3,2,0,3,3,-9,4,98,0
5498,Female,White,4.0,4,1,3,1,6,4,-9,6,6,1
5499,Male,White,2.5,3,2,2,0,3,2,-9,5,5,0
5500,Male,White,2.0,2,2,3,0,3,3,-9,98,98,0
5501,Female,White,3.0,4,2,4,4,4,4,-9,5,7,1
5502,Female,White,3.5,3,2,4,4,3,3,-9,5,5,1
5503,Male,White,3.0,2,2,4,1,4,3,-9,5,5,0
5504,Female,White,3.0,3,2,3,1,3,3,-9,6,6,1
5505,Male,White,2.3,3,1,0,0,3,3,-9,7,7,0
5506,Female,White,3.5,4,2,3,0,3,3,-9,6,6,1
5507,Male,White,3.3,3,1,1,4,2,2,-9,4,4,1
5508,Male,White,3.3,3,1,2,4,3,3,-9,7,7,0
5509,Female,White,3.0,2,6,3,2,3,3,-9,4,4,1
5510,Male,White,3.0,3,2,1,0,3,2,-9,5,5,1
5511,Male,White,4.0,4,5,1,3,5,4,-9,6,6,1
5512,Male,White,4.0,4,1,6,0,5,4,-9,6,6,1
5513,Male,White,9.8,9,3,3,4,2,1,-9,5,5,0
5514,Male,White,2.8,1,2,3,5,4,4,-9,5,5,0
5515,Female,White,3.0,4,1,3,0,3,3,-9,3,5,1
5516,Female,White,3.8,4,1,1,4,4,3,-3,5,5,0
5517,Female,White,4.0,4,1,3,3,3,2,-9,6,6,1
5518,Male,White,2.5,2,3,2,3,3,1,-9,5,5,0
5519,Male,White,2.0,2,7,2,0,2,3,-9,4,4,0
5520,Female,White,2.3,2,2,3,4,3,3,-9,5,5,0
5521,Male,White,4.0,4,3,3,0,6,4,-9,6,6,1
5522,Female,White,3.3,4,2,1,0,3,4,-9,4,4,0
5523,Female,White,3.5,3,2,5,4,3,3,-9,4,4,1
5524,Male,White,2.8,3,4,2,4,2,1,-9,5,5,0
5525,Male,White,3.8,4,2,5,0,6,4,-9,6,6,1
5526,Female,White,1.6,1,4,1,3,3,2,-9,5,5,0
5527,Female,White,4.0,3,1,2,4,1,1,-9,1,1,1
5528,Female,White,1.6,2,1,0,0,3,2,-9,2,3,0
5529,Male,White,3.0,3,3,1,1,3,2,-9,3,7,0
5530,Female,White,3.5,4,4,4,3,3,3,-9,6,6,1
5531,Female,White,3.0,2,2,3,1,3,2,-9,5,5,1
5532,Male,White,2.5,2,1,1,1,3,2,-9,5,4,0
5533,Female,White,3.3,3,1,1,4,3,3,-9,2,6,0
5534,Female,White,1.3,1,2,1,0,3,2,-9,98,98,0
5535,Male,White,4.0,4,2,98,0,5,4,-9,5,5,1
5536,Female,White,4.0,4,2,2,2,4,3,-9,5,5,1
5537,Female,White,3.8,3,3,5,0,3,3,-9,6,6,1
5538,Female,White,4.0,3,1,4,4,5,4,-9,5,5,1
5539,Female,White,1.5,9,99,99,99,4,8,-9,2,2,0
5540,Female,White,3.0,4,1,2,4,3,4,-9,4,6,1
5541,Male,White,3.5,4,2,3,2,4,4,-9,6,5,1
5542,Male,White,3.8,4,3,3,4,5,4,-3,6,6,1
5543,Female,White,2.3,2,2,1,4,3,2,-9,4,5,0
5544,Male,White,3.5,4,1,2,4,3,2,-9,5,5,0
5545,Male,White,3.5,3,3,4,4,3,4,-9,98,5,0
5546,Male,White,3.8,4,2,1,1,3,3,-9,5,5,1
5547,Female,White,3.5,2,1,3,3,3,4,-9,5,5,1
5548,Female,White,3.8,4,3,7,1,6,4,-9,6,6,1
5549,Female,White,4.0,4,1,2,1,6,4,-9,6,6,1
5550,Male,White,3.3,4,2,1,3,2,2,-9,5,5,0
5551,Male,White,2.5,3,2,6,3,4,4,-9,5,5,0
5552,Female,White,3.3,4,1,3,4,5,3,-9,6,6,0
5553,Female,Black,4.0,4,0,3,1,5,4,-9,6,6,0
5554,Female,White,4.0,4,3,3,3,3,3,-9,6,6,1
5555,Male,White,4.0,4,2,2,1,3,3,-9,5,5,0
5556,Female,White,1.3,2,1,1,4,6,4,-9,6,6,0
5557,Female,White,3.5,4,3,4,4,4,4,-9,5,6,1
5558,Female,White,9.9,3,96,96,4,99,2,-9,99,99,1
5559,Female,White,4.0,3,3,2,0,3,2,-3,5,5,0
5560,Male,White,4.0,4,2,6,3,6,4,-9,5,5,1
5561,Male,White,3.0,2,2,2,0,3,3,-9,5,5,0
5562,Male,White,2.3,3,2,2,1,5,2,-9,3,3,1
5563,Male,White,3.3,3,3,6,4,5,4,-9,5,6,1
5564,Male,White,2.3,3,2,3,1,2,2,-9,6,6,1
5565,Male,White,9.9,2,3,1,0,99,2,-9,99,99,1
5566,Male,Black,3.0,3,3,4,1,5,4,-9,5,6,1
5567,Female,White,3.0,1,1,4,1,2,2,-9,98,98,0
5568,Female,White,3.8,4,0,5,3,6,4,-9,6,6,1
5569,Female,White,3.3,3,4,4,0,3,3,-9,5,5,1
5570,Male,White,2.5,3,2,0,3,2,1,-9,4,4,0
5571,Female,White,2.3,2,3,2,0,4,4,-3,4,4,1
5572,Female,White,2.5,2,3,2,1,2,1,-3,7,7,1
5573,Male,White,2.5,4,1,1,0,4,4,-3,5,5,0
5574,Male,Black,3.0,1,98,98,98,3,1,-9,2,5,0
5575,Female,Black,1.8,3,1,2,0,4,4,-9,98,5,0
5576,Female,White,3.3,3,4,1,4,6,4,-9,98,98,0
5577,Male,White,4.0,3,2,1,3,4,4,-9,5,5,0
5578,Female,White,9.8,1,5,7,3,2,1,-3,5,5,0
5579,Male,White,3.5,3,5,5,1,3,3,-9,5,5,1
5580,Female,White,3.5,4,5,1,0,1,1,-9,7,7,1
5581,Female,Black,9.9,1,3,5,0,99,8,-9,99,99,0
5582,Male,White,3.3,4,1,2,0,2,3,-9,5,5,1
5583,Male,Black,3.0,1,2,3,2,3,2,-9,5,5,0
5584,Female,White,9.8,4,1,3,2,6,4,-9,5,5,1
5585,Male,White,4.0,3,2,5,4,3,3,-9,6,6,0
5586,Female,White,4.0,4,2,2,3,5,4,-3,5,5,1
5587,Female,White,3.0,4,3,2,2,6,4,-9,6,6,1
5588,Female,White,3.0,4,2,3,4,3,4,-9,5,5,1
